bioguideID,startingNW,currentNW,DisclosureChange,DisclosurePctChange,DailyChange,DailyPctChange,imageURL,directOrderName,state,party,activeSenate,activeHouse,birthYear,uploaded
C001103,27438000,28160864.244586,722864.244586047,2.63453693631477,72832.2368692458,0.2593,https://www.congress.gov/img/member/c001103_200.jpg,"Earl L. '"Buddy'" Carter",Georgia,Republican,0,1,1957,2025-09-18 15:05:36.289083
C001108,6878500,6935863.45751141,57363.4575114055,0.833953005908344,741.541404555552,0.0107,https://www.congress.gov/img/member/c001108_200.jpg,James Comer,Kentucky,Republican,0,1,1972,2025-09-18 15:05:36.289083
C001110,6442500,6442500,0,0,0,0,https://www.congress.gov/img/member/115_rp_ca_46_correa_j_200.jpg,J. Luis Correa,California,Democratic,0,1,1958,2025-09-18 15:05:36.289083
C001112,973500,973500,0,0,0,0,https://www.congress.gov/img/member/115_rp_ca_24_carbajal_salud_200.jpg,Salud O. Carbajal,California,Democratic,0,1,1964,2025-09-18 15:05:36.289083
C001113,4363000,4363000,0,0,0,0,https://www.congress.gov/img/member/c001113_200.jpg,Catherine Cortez Masto,Nevada,Democratic,1,0,1964,2025-09-18 15:05:36.289083
C001114,17527000,17961987.1283419,434987.128341921,2.48181165254705,2119.31309102103,0.0118,https://www.congress.gov/img/member/c001114_200.jpg,John R. Curtis,Utah,Republican,1,0,1960,2025-09-18 15:05:36.289083
C001115,450500,450500,0,0,0,0,https://www.congress.gov/img/member/115_rp_tx_27_cloud_michael_200.jpg,Michael Cloud,Texas,Republican,0,1,1975,2025-09-18 15:05:36.289083
C001116,19175000,19175000,0,0,0,0,https://www.congress.gov/img/member/c001116_200.jpg,Andrew S. Clyde,Georgia,Republican,0,1,1963,2025-09-18 15:05:36.289083
C001117,3942500,3989738.3808096,47238.3808095953,1.19818340671136,2402.25356071535,0.0602,https://www.congress.gov/img/member/c001117_200.jpg,Sean Casten,Illinois,Democratic,0,1,1971,2025-09-18 15:05:36.289083
C001118,715500,715500,0,0,0,0,https://www.congress.gov/img/member/c001118_200.jpg,Ben Cline,Virginia,Republican,0,1,1972,2025-09-18 15:05:36.289083
C001120,1312500,1320044.06087309,7544.06087309262,0.574785590330866,62.7812355125789,0.0048,https://www.congress.gov/img/member/c001120_200.jpg,Dan Crenshaw,Texas,Republican,0,1,1984,2025-09-18 15:05:36.289083
C001121,295500,318323.489526934,22823.4895269335,7.72368511909764,-30.7688743384788,-0.0097,https://www.congress.gov/img/member/c001121_200.jpg,Jason Crow,Colorado,Democratic,0,1,1979,2025-09-18 15:05:36.289083
C001123,76266000,78042156.2912284,1776156.29122838,2.32889661346915,120169.897429287,0.1542,https://www.congress.gov/img/member/677423d00b34857ecc909065_200.jpg,"Gilbert Ray Cisneros, Jr.",California,Democratic,0,1,1971,2025-09-18 15:05:36.289083
C001126,1216500,1269507.5966807,53007.5966807047,4.35738567042374,1205.66998461471,0.0951,https://www.congress.gov/img/member/c001126_200.jpg,Mike Carey,Ohio,Republican,0,1,1971,2025-09-18 15:05:36.289083
C001127,115500,115500,0,0,0,0,https://www.congress.gov/img/member/c001127_200.jpg,Sheila Cherfilus-McCormick,Florida,Democratic,0,1,1979,2025-09-18 15:05:36.289083
C001129,18750000,18750000,0,0,0,0,https://www.congress.gov/img/member/c001129_200.jpg,Mike Collins,Georgia,Republican,0,1,1967,2025-09-18 15:05:36.289083
C001130,24000,21849.41509901,-2150.58490098997,-8.96077042079155,156.202939168728,0.7201,https://www.congress.gov/img/member/c001130_200.jpg,Jasmine Crockett,Texas,Democratic,0,1,1981,2025-09-18 15:05:36.289083
C001132,1396500,1396500,0,0,0,0,https://www.congress.gov/img/member/c001132_200.jpg,Elijah Crane,Arizona,Republican,0,1,1980,2025-09-18 15:05:36.289083
C001133,609500,609578.165727042,78.1657270418946,0.0128245655524027,9.95721119095106,0.0016,https://www.congress.gov/img/member/c001133_200.jpg,Juan Ciscomani,Arizona,Republican,0,1,1982,2025-09-18 15:05:36.289083
C001134,562000,565245.639501394,3245.63950139401,0.577515925514948,35.3908896109788,0.0063,https://www.congress.gov/img/member/c001134_200.jpg,Yadira Caraveo,Colorado,Democratic,0,0,1980,2025-09-18 15:05:36.289083
C001135,9550000,9722262.40593521,172262.405935211,1.80379482654671,-98.9434380196035,-0.001,https://www.congress.gov/img/member/c001135_200.jpg,Lori Chavez-DeRemer,Oregon,Republican,0,0,1968,2025-09-18 15:05:36.289083
C001136,415000,415000,0,0,0,0,https://www.congress.gov/img/member/6774243a0b34857ecc90906b_200.jpg,Herbert Conaway,New Jersey,Democratic,0,1,1963,2025-09-18 15:05:36.289083
C001137,2348500,2348500,0,0,0,0,https://www.congress.gov/img/member/677424810b34857ecc909071_200.jpg,Jeff Crank,Colorado,Republican,0,1,1967,2025-09-18 15:05:36.289083
D000032,4322000,4368107.87449248,46107.8744924841,1.06681801232032,5125.49662165437,0.1175,https://www.congress.gov/img/member/d000032_200.jpg,Byron Donalds,Florida,Republican,0,1,1978,2025-09-18 15:05:36.289083
D000096,449000,478101.505886365,29101.5058863648,6.48140442903449,3022.38097452483,0.6362,https://www.congress.gov/img/member/116_rp_il_7_davis_danny_200.jpg,Danny K. Davis,Illinois,Democratic,0,1,1941,2025-09-18 15:05:36.289083
D000197,2840500,2840500,0,0,0,0,https://www.congress.gov/img/member/116_rp_co_1_degette_diana_200.jpg,Diana DeGette,Colorado,Democratic,0,1,1957,2025-09-18 15:05:36.289083
D000216,3215500,3215500,0,0,0,0,https://www.congress.gov/img/member/116_rp_ct_3_delauro_rosa_200.jpg,Rosa L. DeLauro,Connecticut,Democratic,0,1,1943,2025-09-18 15:05:36.289083
D000230,40500,40500,0,0,0,0,https://www.congress.gov/img/member/d000230_200.jpg,Donald G. Davis,North Carolina,Democratic,0,1,1971,2025-09-18 15:05:36.289083
D000399,51519000,52915635.1008726,1396635.10087257,2.71091267468811,32953.4306564704,0.0623,https://www.congress.gov/img/member/d000399_200.jpg,Lloyd Doggett,Texas,Democratic,0,1,1946,2025-09-18 15:05:36.289083
D000530,4067500,4417217.96408223,349717.964082233,8.59786021099527,7479.13871891238,0.1696,https://www.congress.gov/img/member/d000530_200.jpg,Christopher R. Deluzio,Pennsylvania,Democratic,0,1,1984,2025-09-18 15:05:36.289083
D000594,1121500,1121500,0,0,0,0,https://www.congress.gov/img/member/66d9fd54f440bf1dc174fbf6_200.jpg,Monica De La Cruz,Texas,Republican,0,1,1974,2025-09-18 15:05:36.289083
D000600,81000,80988.4560180439,-11.5439819561143,-0.0142518295754497,-3.03485749432002,-0.0037,https://www.congress.gov/img/member/116_rp_fl_25_diazbalart_mario_200.jpg,Mario Diaz-Balart,Florida,Republican,0,1,1961,2025-09-18 15:05:36.289083
D000615,973500,973500,0,0,0,0,https://www.congress.gov/img/member/d000615_200.jpg,Jeff Duncan,South Carolina,Republican,0,0,1966,2025-09-18 15:05:36.289083
D000616,618000,628135.172850073,10135.1728500726,1.63999560680787,267.926915491582,0.0427,https://www.congress.gov/img/member/d000616_200.jpg,Scott DesJarlais,Tennessee,Republican,0,1,1964,2025-09-18 15:05:36.289083
D000617,138912001,140866663.298563,1954662.29856339,1.40712269961714,76532.0502623916,0.0544,https://www.congress.gov/img/member/d000617_200.jpg,Suzan K. DelBene,Washington,Democratic,0,1,1962,2025-09-18 15:05:36.289083
D000618,21372500,21372500,0,0,0,0,https://www.congress.gov/img/member/d000618_200.jpg,Steve Daines,Montana,Republican,1,0,1962,2025-09-18 15:05:36.289083
D000622,1243000,1338828.71557358,95828.7155735805,7.70947027945136,1856.69309605053,0.1389,https://www.congress.gov/img/member/d000622_200.jpg,Tammy Duckworth,Illinois,Democratic,1,0,1968,2025-09-18 15:05:36.289083
D000623,258000,258000,0,0,0,0,https://www.congress.gov/img/member/115_rp_ca_11_desaulnier_mark_200.jpg,Mark DeSaulnier,California,Democratic,0,1,1952,2025-09-18 15:05:36.289083
D000624,14238500,14748533.1285484,510033.128548419,3.58207064331509,11851.0884644184,0.0804,https://www.congress.gov/img/member/d000624_200.jpg,Debbie Dingell,Michigan,Democratic,0,1,1953,2025-09-18 15:05:36.289083
D000626,6441500,6516272.6762852,74772.6762851989,1.16079603019792,1655.49071374908,0.0254,https://www.congress.gov/img/member/115_rp_oh_8_davidson_warren_200.jpg,Warren Davidson,Ohio,Republican,0,1,1970,2025-09-18 15:05:36.289083
D000628,5696000,6078951.42116589,382951.421165889,6.72316399518766,11578.8243782595,0.1908,https://www.congress.gov/img/member/115_rp_fl_2_dunn_neal_200.jpg,Neal P. Dunn,Florida,Republican,0,1,1953,2025-09-18 15:05:36.289083
D000629,431000,431000,0,0,0,0,https://www.congress.gov/img/member/d000629_200.jpg,Sharice Davids,Kansas,Democratic,0,1,1980,2025-09-18 15:05:36.289083
D000631,1816500,1891716.15738469,75216.1573846894,4.14071882106741,588.641557549359,0.0311,https://www.congress.gov/img/member/d000631_200.jpg,Madeleine Dean,Pennsylvania,Democratic,0,1,1959,2025-09-18 15:05:36.289083
D000634,8831500,8900785.42817938,69285.4281793833,0.784526164064805,5775.74834639393,0.0649,https://www.congress.gov/img/member/677424da0b34857ecc909077_200.jpg,Troy Downing,Montana,Republican,0,1,1967,2025-09-18 15:05:36.289083
D000635,5203000,5203000,0,0,0,0,https://www.congress.gov/img/member/677425260b34857ecc90907d_200.jpg,Maxine Dexter,Oregon,Democratic,0,1,1972,2025-09-18 15:05:36.289083
E000071,8838500,8838500,0,0,0,0,https://www.congress.gov/img/member/e000071_200.jpg,Jake Ellzey,Texas,Republican,0,1,1970,2025-09-18 15:05:36.289083
E000235,16000,16000,0,0,0,0,https://www.congress.gov/img/member/e000235_200.jpg,Mike Ezell,Mississippi,Republican,0,1,1959,2025-09-18 15:05:36.289083
E000246,16215000,16215753.8631158,753.863115791231,0.0046491712352219,-634.978291308507,-0.0039,https://www.congress.gov/img/member/e000246_200.jpg,Chuck Edwards,North Carolina,Republican,0,1,1960,2025-09-18 15:05:36.289083
E000295,809000,818770.72167746,9770.72167745978,1.20775298856116,146.739671348827,0.0179,https://www.congress.gov/img/member/e000295_200.jpg,Joni Ernst,Iowa,Republican,1,0,1970,2025-09-18 15:05:36.289083
E000296,1433000,1483628.35762922,50628.3576292151,3.53303263288312,5084.6950658951,0.3439,https://www.congress.gov/img/member/115_rp_pa_2_evans_dwight_200.jpg,Dwight Evans,Pennsylvania,Democratic,0,1,1954,2025-09-18 15:05:36.289083
E000297,415500,415500,0,0,0,0,https://www.congress.gov/img/member/e000297_200.jpg,Adriano Espaillat,New York,Democratic,0,1,1954,2025-09-18 15:05:36.289083
E000298,857000,858407.369498465,1407.36949846474,0.164220478233926,19.242579324753,0.0022,https://www.congress.gov/img/member/e000298_200.jpg,Ron Estes,Kansas,Republican,0,1,1956,2025-09-18 15:05:36.289083
E000299,641500,641500,0,0,0,0,https://www.congress.gov/img/member/e000299_200.jpg,Veronica Escobar,Texas,Democratic,0,1,1969,2025-09-18 15:05:36.289083
E000300,439500,439500,0,0,0,0,https://www.congress.gov/img/member/677425730b34857ecc909083_200.jpg,Gabe Evans,Colorado,Republican,0,1,1986,2025-09-18 15:05:36.289083
E000301,8000,8000,0,0,0,0,https://www.congress.gov/img/member/677425dc0b34857ecc909089_200.jpg,Sarah Elfreth,Maryland,Democratic,0,1,1988,2025-09-18 15:05:36.289083
F000110,38292500,39643240.1840406,1350740.18404064,3.52742752246689,177488.002070934,0.4497,https://www.congress.gov/img/member/677426250b34857ecc90908f_200.jpg,Cleo Fields,Louisiana,Democratic,0,1,1962,2025-09-18 15:05:36.289083
F000246,17809000,17823913.0221331,14913.0221330784,0.0837386834357821,2022.43479217961,0.0113,https://www.congress.gov/img/member/f000246_200.jpg,Pat Fallon,Texas,Republican,0,1,1967,2025-09-18 15:05:36.289083
F000446,89000,89000,0,0,0,0,https://www.congress.gov/img/member/f000446_200.jpg,Randy Feenstra,Iowa,Republican,0,1,1969,2025-09-18 15:05:36.289083
F000450,5349001,5354878.9488109,5877.94881090242,0.109888721480935,2094.80569681246,0.0391,https://www.congress.gov/img/member/116_rp_nc_5_foxx_virginia_200.jpg,Virginia Foxx,North Carolina,Republican,0,1,1943,2025-09-18 15:05:36.289083
F000454,18463000,19675427.5414709,1212427.54147091,6.5667959782858,76897.4436595067,0.3924,https://www.congress.gov/img/member/f000454_200.jpg,Bill Foster,Illinois,Democratic,0,1,1955,2025-09-18 15:05:36.289083
F000462,2628000,2669737.32420035,41737.3242003508,1.58817824202248,979.673587900586,0.0367,https://www.congress.gov/img/member/f000462_200.jpg,Lois Frankel,Florida,Democratic,0,1,1948,2025-09-18 15:05:36.289083
F000463,4801000,4858896.03589439,57896.0358943911,1.20591618192858,1142.76647732127,0.0235,https://www.congress.gov/img/member/f000463_200.jpg,Deb Fischer,Nebraska,Republican,1,0,1951,2025-09-18 15:05:36.289083
F000465,2083500,2156258.95820237,72758.95820237,3.49215062166403,-21178.73140044,-0.9726,https://www.congress.gov/img/member/116_rp_ga_3_ferguson_a_200.jpg,A. Drew Ferguson IV,Georgia,Republican,0,0,1966,2025-09-18 15:05:36.289083
F000466,3008000,3008000,0,0,0,0,https://www.congress.gov/img/member/116_rp_pa_1_fitzpatrick_brian_200.jpg,Brian K. Fitzpatrick,Pennsylvania,Republican,0,1,1973,2025-09-18 15:05:36.289083
F000468,7821500,8031871.36040301,210371.360403013,2.68965493067843,7202.53977211379,0.0898,https://www.congress.gov/img/member/67813f931f9ad6ea6fb1eb6f_200.jpg,Lizzie Fletcher,Texas,Democratic,0,1,1975,2025-09-18 15:05:36.289083
F000469,381000,381000,0,0,0,0,https://www.congress.gov/img/member/f000469_200.jpg,Russ Fulcher,Idaho,Republican,0,1,1962,2025-09-18 15:05:36.289083
F000470,736500,736500,0,0,0,0,https://www.congress.gov/img/member/f000470_200.jpg,Michelle Fischbach,Minnesota,Republican,0,1,1965,2025-09-18 15:05:36.289083
F000471,6947000,6986350.59794871,39350.5979487142,0.566440160482426,1275.5214848537,0.0183,https://www.congress.gov/img/member/f000471_200.jpg,Scott Fitzgerald,Wisconsin,Republican,0,1,1963,2025-09-18 15:05:36.289083
F000472,26541000,27694106.4936139,1153106.49361391,4.34462338877176,-26212.5255936868,-0.0946,https://www.congress.gov/img/member/f000472_200.jpg,Scott Franklin,Florida,Republican,0,1,1964,2025-09-18 15:05:36.289083
F000474,8179500,8179500,0,0,0,0,https://www.congress.gov/img/member/f000474_200.jpg,Mike Flood,Nebraska,Republican,0,1,1975,2025-09-18 15:05:36.289083
F000475,4031000,4031000,0,0,0,0,https://www.congress.gov/img/member/f000475_200.jpg,Brad Finstad,Minnesota,Republican,0,1,1976,2025-09-18 15:05:36.289083
F000477,207500,207500,0,0,0,0,https://www.congress.gov/img/member/f000477_200.jpg,Valerie P. Foushee,North Carolina,Democratic,0,1,1956,2025-09-18 15:05:36.289083
F000478,64000,70429.2122754322,6429.21227543219,10.0456441803628,193.524505112495,0.2755,https://www.congress.gov/img/member/f000478_200.jpg,Russell Fry,South Carolina,Republican,0,1,1985,2025-09-18 15:05:36.289083
F000479,1605500,1633554.67565619,28054.6756561915,1.74741050490137,1475.97188211163,0.0904,https://www.congress.gov/img/member/f000479_200.jpg,John Fetterman,Pennsylvania,Democratic,1,0,1969,2025-09-18 15:05:36.289083
F000480,2230000,2253580.69070995,23580.6907099457,1.05743007667918,401.790175825823,0.0178,https://www.congress.gov/img/member/669ff04f5d19788d1f2034aa_200.jpg,Vince Fong,California,Republican,0,1,1979,2025-09-18 15:05:36.289083
F000481,1875000,1875000,0,0,0,0,https://www.congress.gov/img/member/677426790b34857ecc909095_200.jpg,Shomari Figures,Alabama,Democratic,0,1,1985,2025-09-18 15:05:36.289083
F000482,7263000,7423883.26315453,160883.263154534,2.21510757475607,19928.2858759835,0.2692,https://www.congress.gov/img/member/677426c20b34857ecc90909b_200.jpg,Julie Fedorchak,North Dakota,Republican,0,1,1968,2025-09-18 15:05:36.289083
F000483,1055500,1097516.29488978,42016.2948897835,3.98070060537977,-1404.60725581646,-0.1278,https://www.congress.gov/img/member/677427070b34857ecc9090a1_200.jpg,Laura Friedman,California,Democratic,0,1,1966,2025-09-18 15:05:36.289083
G000061,650500,650808.342658212,308.342658212059,0.0474008698250667,81.5616063660709,0.0125,https://www.congress.gov/img/member/g000061_200.jpg,Mike Garcia,California,Republican,0,0,1976,2025-09-18 15:05:36.289083
G000359,1467500,1474837.32668578,7337.32668578345,0.499988189831922,90.2919992934912,0.0061,https://www.congress.gov/img/member/g000359_200.jpg,Lindsey Graham,South Carolina,Republican,1,0,1955,2025-09-18 15:05:36.289083
G000377,532500,532500,0,0,0,0,https://www.congress.gov/img/member/g000377_200.jpg,Kay Granger,Texas,Republican,0,0,1943,2025-09-18 15:05:36.289083
G000386,6200000,6207098.15193475,7098.15193474758,0.114486321528187,188.294560967945,0.003,https://www.congress.gov/img/member/g000386_200.jpg,Chuck Grassley,Iowa,Republican,1,0,1933,2025-09-18 15:05:36.289083
G000546,1591501,1591501,0,0,0,0,https://www.congress.gov/img/member/g000546_200.jpg,Sam Graves,Missouri,Republican,0,1,1963,2025-09-18 15:05:36.289083
G000551,158500,158500,0,0,0,0,https://www.congress.gov/img/member/g000551_200.jpg,Raúl M. Grijalva,Arizona,Democratic,0,1,1948,2025-09-18 15:05:36.289083
G000553,5900000,5900000,0,0,0,0,https://www.congress.gov/img/member/116_rp_tx_9_green_al_200.jpg,Al Green,Texas,Democratic,0,1,1947,2025-09-18 15:05:36.289083
G000555,1132500,1132500,0,0,0,0,https://www.congress.gov/img/member/g000555_200.jpg,Kirsten E. Gillibrand,New York,Democratic,1,0,1966,2025-09-18 15:05:36.289083
G000559,4971000,4971000,0,0,0,0,https://www.congress.gov/img/member/g000559_200.jpg,John Garamendi,California,Democratic,0,1,1945,2025-09-18 15:05:36.289083
G000568,665500,665500,0,0,0,0,https://www.congress.gov/img/member/g000568_200.jpg,H. Morgan Griffith,Virginia,Republican,0,1,1958,2025-09-18 15:05:36.289083
G000574,121500,121500,0,0,0,0,https://www.congress.gov/img/member/g000574_200.jpg,Ruben Gallego,Arizona,Democratic,1,0,1979,2025-09-18 15:05:36.289083
G000576,2237000,2237371.08232344,371.082323443145,0.0165883917498053,41.7885499331169,0.0019,https://www.congress.gov/img/member/116_rp_wi_6_grothman_glenn_200.jpg,Glenn Grothman,Wisconsin,Republican,0,1,1955,2025-09-18 15:05:36.289083
G000577,1099000,1125393.06211199,26393.0621119882,2.4015525124648,446.956672058208,0.0397,https://www.congress.gov/img/member/115_rp_la_6_graves_garret_200.jpg,Garret Graves,Louisiana,Republican,0,0,1972,2025-09-18 15:05:36.289083
G000578,1000000,1000000,0,0,0,0,https://www.congress.gov/img/member/116_rp_fl_1_gaetz_matt_200.jpg,Matt Gaetz,Florida,Republican,0,0,1982,2025-09-18 15:05:36.289083
G000583,38525500,42102512.4647416,3577012.4647416,9.28479179956549,60654.0002213046,0.1443,https://www.congress.gov/img/member/115_rp_nj_5_gottheimer_josh_200.jpg,Josh Gottheimer,New Jersey,Democratic,0,1,1975,2025-09-18 15:05:36.289083
G000585,1319000,1319000,0,0,0,0,https://www.congress.gov/img/member/115_rp_ca_34_gomez_jimmy_200.jpg,Jimmy Gomez,California,Democratic,0,1,1974,2025-09-18 15:05:36.289083
G000587,793500,793500,0,0,0,0,https://www.congress.gov/img/member/g000587_200.jpg,Sylvia R. Garcia,Texas,Democratic,0,1,1950,2025-09-18 15:05:36.289083
G000589,665500,682747.685979518,17247.685979518,2.5916883515429,3046.49928982696,0.4482,https://www.congress.gov/img/member/g000589_200.jpg,Lance Gooden,Texas,Republican,0,1,1982,2025-09-18 15:05:36.289083
G000590,45904500,45847623.9905244,-56876.0094756112,-0.123900727544383,19414.28008499,0.0424,https://www.congress.gov/img/member/g000590_200.jpg,Mark E. Green,Tennessee,Republican,0,1,1964,2025-09-18 15:05:36.289083
G000592,121000,121000,0,0,0,0,https://www.congress.gov/img/member/g000592_200.jpg,Jared F. Golden,Maine,Democratic,0,1,1982,2025-09-18 15:05:36.289083
G000593,2637500,2632460.95282619,-5039.04717380507,-0.191053921281709,117.741632004734,0.0045,https://www.congress.gov/img/member/g000593_200.jpg,Carlos A. Gimenez,Florida,Republican,0,1,1954,2025-09-18 15:05:36.289083
G000594,190000,190000,0,0,0,0,https://www.congress.gov/img/member/g000594_200.jpg,Tony Gonzales,Texas,Republican,0,1,1980,2025-09-18 15:05:36.289083
G000595,980000,1436294.23330034,456294.233300335,46.5606360510546,9395.52802678524,0.6585,https://www.congress.gov/img/member/g000595_200.jpg,Bob Good,Virginia,Republican,0,0,1965,2025-09-18 15:05:36.289083
G000596,24450000,24935479.9493944,485479.949394409,1.98560306500781,32829.9790565073,0.1318,https://www.congress.gov/img/member/g000596_200.jpg,Marjorie Taylor Greene,Georgia,Republican,0,1,1974,2025-09-18 15:05:36.289083
G000597,254000,251159.909871551,-2840.09012844882,-1.11814571986174,145.978198404191,0.0582,https://www.congress.gov/img/member/g000597_200.jpg,Andrew R. Garbarino,New York,Republican,0,1,1984,2025-09-18 15:05:36.289083
G000598,333000,333000,0,0,0,0,https://www.congress.gov/img/member/g000598_200.jpg,Robert Garcia,California,Democratic,0,1,1977,2025-09-18 15:05:36.289083
G000599,206067000,207123357.990333,1056357.9903335,0.512628412280228,6128.49838748574,0.003,https://www.congress.gov/img/member/g000599_200.jpg,Daniel S. Goldman,New York,Democratic,0,1,1976,2025-09-18 15:05:36.289083
G000600,965000,965000,0,0,0,0,https://www.congress.gov/img/member/g000600_200.jpg,Marie Gluesenkamp Perez,Washington,Democratic,0,1,1988,2025-09-18 15:05:36.289083
G000601,23740000,23742749.197958,2749.19795798883,0.0115804463268274,16845.074449189,0.071,https://www.congress.gov/img/member/6774277d0b34857ecc9090a7_200.jpg,Craig Goldman,Texas,Republican,0,1,1968,2025-09-18 15:05:36.289083
G000602,1297000,1297000,0,0,0,0,https://www.congress.gov/img/member/677427de0b34857ecc9090ad_200.jpg,Laura Gillen,New York,Democratic,0,1,1969,2025-09-18 15:05:36.289083
G000603,1650000,1745606.66627157,95606.6662715739,5.79434341039842,4312.93226171378,0.2477,https://www.congress.gov/img/member/677428ac0b34857ecc9090b3_200.jpg,Brandon Gill,Texas,Republican,0,1,1994,2025-09-18 15:05:36.289083
G000604,3829500,3829500,0,0,0,0,https://www.congress.gov/img/member/678ff62d66bf616cf1a7ce13_200.jpg,Maggie Goodlander,New Hampshire,Democratic,0,1,1986,2025-09-18 15:05:36.289083
G000605,965500,965500,0,0,0,0,https://www.congress.gov/img/member/67742a160b34857ecc9090bf_200.jpg,Adam Gray,California,Democratic,0,1,1977,2025-09-18 15:05:36.289083
H000273,29317000,30534444.7313898,1217444.73138978,4.15269206054434,-38767.5775638148,-0.1268,https://www.congress.gov/img/member/h000273_200.jpg,John W. Hickenlooper,Colorado,Democratic,1,0,1952,2025-09-18 15:05:36.289083
H000601,51921500,52802962.6135438,881462.613543771,1.69768325942773,59939.4725651741,0.1136,https://www.congress.gov/img/member/h000601_200.jpg,Bill Hagerty,Tennessee,Republican,1,0,1959,2025-09-18 15:05:36.289083
H000874,3934000,3934000,0,0,0,0,https://www.congress.gov/img/member/116_rp_md_5_hoyer_steny_200.jpg,Steny H. Hoyer,Maryland,Democratic,0,1,1939,2025-09-18 15:05:36.289083
H001042,7426500,7429604.2387574,3104.23875740357,0.041799485052226,1358.39395275339,0.0183,https://www.congress.gov/img/member/h001042_200.jpg,Mazie K. Hirono,Hawaii,Democratic,1,0,1947,2025-09-18 15:05:36.289083
H001046,613000,613000,0,0,0,0,https://www.congress.gov/img/member/h001046_200.jpg,Martin Heinrich,New Mexico,Democratic,1,0,1971,2025-09-18 15:05:36.289083
H001047,13889500,13928431.6259735,38931.6259735301,0.28029537401296,501.696211030707,0.0036,https://www.congress.gov/img/member/h001047_200.jpg,James A. Himes,Connecticut,Democratic,0,1,1966,2025-09-18 15:05:36.289083
H001052,5630000,5619889.24739811,-10110.7526018936,-0.179587079962586,-546.059906603768,-0.0097,https://www.congress.gov/img/member/117_rp_md_1_harris_andy_200.jpg,Andy Harris,Maryland,Republican,0,1,1957,2025-09-18 15:05:36.289083
H001058,2197500,2200282.44565412,2782.4456541189,0.126618687331918,179.0989333787,0.0081,https://www.congress.gov/img/member/h001058_200.jpg,Bill Huizenga,Michigan,Republican,0,1,1969,2025-09-18 15:05:36.289083
H001061,48480000,48480000,0,0,0,0,https://www.congress.gov/img/member/h001061_200.jpg,John Hoeven,North Dakota,Republican,1,0,1957,2025-09-18 15:05:36.289083
H001066,97500,97500,0,0,0,0,https://www.congress.gov/img/member/h001066_200.jpg,Steven Horsford,Nevada,Democratic,0,1,1973,2025-09-18 15:05:36.289083
H001067,344000,344000,0,0,0,0,https://www.congress.gov/img/member/h001067_200.jpg,Richard Hudson,North Carolina,Republican,0,1,1971,2025-09-18 15:05:36.289083
H001068,1523500,1540326.96327875,16826.9632787518,1.10449381547436,213.259813481709,0.0138,https://www.congress.gov/img/member/h001068_200.jpg,Jared Huffman,California,Democratic,0,1,1964,2025-09-18 15:05:36.289083
H001072,19064500,19560689.1800371,496189.180037118,2.60268656422733,75738.3161708191,0.3887,https://www.congress.gov/img/member/h001072_200.jpg,J. French Hill,Arkansas,Republican,0,1,1956,2025-09-18 15:05:36.289083
H001076,5558500,5928782.53957681,370282.539576808,6.66155508818581,12035.8478722582,0.2034,https://www.congress.gov/img/member/h001076_200.jpg,Margaret Wood Hassan,New Hampshire,Democratic,1,0,1958,2025-09-18 15:05:36.289083
H001079,1314500,1314500,0,0,0,0,https://www.congress.gov/img/member/h001079_200.jpg,Cindy Hyde-Smith,Mississippi,Republican,1,0,1959,2025-09-18 15:05:36.289083
H001081,175000,175000,0,0,0,0,https://www.congress.gov/img/member/h001081_200.jpg,Jahana Hayes,Connecticut,Democratic,0,1,1973,2025-09-18 15:05:36.289083
H001082,106770500,108027498.302748,1256998.30274792,1.1772898906982,83801.642753914,0.0776,https://www.congress.gov/img/member/h001082_200.jpg,Kevin Hern,Oklahoma,Republican,0,1,1961,2025-09-18 15:05:36.289083
H001085,2534000,2534000,0,0,0,0,https://www.congress.gov/img/member/h001085_200.jpg,Chrissy Houlahan,Pennsylvania,Democratic,0,1,1967,2025-09-18 15:05:36.289083
H001089,2735000,2791894.72621026,56894.7262102566,2.08024593090518,-320.437795243226,-0.0115,https://www.congress.gov/img/member/h001089_200.jpg,Josh Hawley,Missouri,Republican,1,0,1979,2025-09-18 15:05:36.289083
H001090,5023500,5651210.20449606,627710.204496058,12.4954753557491,19267.0213253973,0.3421,https://www.congress.gov/img/member/h001090_200.jpg,Josh Harder,California,Democratic,0,1,1986,2025-09-18 15:05:36.289083
H001091,4987500,5029949.08738112,42449.0873811217,0.851109521425999,1002.54401995149,0.0199,https://www.congress.gov/img/member/677ed0c7514c773869b6b920_200.jpg,Ashley Hinson,Iowa,Republican,0,1,1983,2025-09-18 15:05:36.289083
H001093,1132500,1132500,0,0,0,0,https://www.congress.gov/img/member/h001093_200.jpg,Erin Houchin,Indiana,Republican,0,1,1976,2025-09-18 15:05:36.289083
H001094,1576000,1716990.84687428,140990.84687428,8.94611972552536,8371.90425161971,0.49,https://www.congress.gov/img/member/h001094_200.jpg,Val T. Hoyle,Oregon,Democratic,0,1,1964,2025-09-18 15:05:36.289083
H001095,3763000,3785617.99108274,22617.9910827382,0.601062744691421,595.300680328161,0.0157,https://www.congress.gov/img/member/h001095_200.jpg,Wesley Hunt,Texas,Republican,0,1,1981,2025-09-18 15:05:36.289083
